gene,undifferentiated,differentiated
Mgat4b,1354,1013
Fgfr1,1409,955
Gm13889,1134,1228
Tmed7,1344,1019
Gigyf1,1551,811
Tshz2,1371,987
Kmt2e,1345,1010
Zbtb20,1586,769
Cisd1,1121,1233
Smap1,1293,1058
Samd4b,1240,1107
Ubl3,1368,976
Tnrc6a,1492,851
Ube2l3,1251,1090
Tmem30a,1299,1042
Lbr,1346,994
Pank3,1457,882
Msl1,1336,1002
Chmp4b,1135,1202
Cops9,1279,1055
C1d,1472,861
Wdr75,1176,1156
Ncaph2,1266,1064
Smc1a,1519,808
Mrps9,1239,1087
Snrpa1,1285,1040
Naa50,1355,968
Ppp3ca,1242,1073
Capns1,1208,1106
Ubtf,1395,919
Mrps5,1276,1036
Tsc22d3,1169,1137
Rpf2,1265,1040
Rad23b,1253,1050
Setd5,1410,893
P4ha1,1351,952
Ndufa11,1038,1262
Snx5,1291,1009
Vat1,1160,1139
Cpeb4,1235,1064
Tppp3,1280,1018
Mrpl12,1220,1078
Srsf11,1458,840
Trap1,1212,1085
Ing1,1427,868
Use1,1148,1146
Ddx50,1304,988
Cep170,1376,916
Copb1,1299,991
Srsf9,1276,1014
Ccdc88a,1463,826
Gclm,1335,952
Nicol1,1170,1114
Sox11,1286,996
Vcf1,1247,1034
Nrn1,1297,981
Sdhd,1220,1053
Cenpf,1574,699
Ier3ip1,1228,1044
Azin1,1256,1016
Eif4a3,1221,1048
Gtf2i,1194,1072
Map2k2,1225,1041
Clns1a,1224,1040
Rbbp6,1407,856
Ssr2,1104,1158
Acbd3,1407,854
Foxd1,1388,873
Cap1,1277,980
Atp6v0d1,1173,1084
Gm20716,1243,1013
Rnps1,1304,951
Cbx1,1330,924
Itm2b,1285,969
Ppfibp2,1602,651
Ythdf2,1277,972
Ostc,1226,1024
Wbp11,1358,891
Marchf6,1258,990
Ndufs3,1192,1056
Pom121,1278,968
Zcchc14,1298,946
Rbm3,1501,742
Ppm1a,1300,942
Mrps30,1190,1050
Nrxn2,1170,1070
Tbpl1,1270,970
U2af2,1288,950
Ccnt1,1308,928
Ndufb3,1182,1052
Vezf1,1370,862
Uba2,1364,862
Ptprf,1269,956
Rad23a,1162,1063
Pten,1234,990
Pgd,1102,1121
Bptf,1401,820
Nfic,1542,678
Mrpl34,1213,1007
Syncrip,1303,913
Psmd1,1202,1013
U2surp,1388,824
Lrp11,1158,1048
Anp32e,1363,840
Npc2,1174,1021
Dnajc21,1320,873
Parvb,1354,836
Ddx18,1308,883
Ubxn1,1205,984
Dnaja3,1016,1172
Por,1157,1028
Gnaq,1308,876
Plin3,1075,1105
Mars1,1120,1059
Slc16a1,1078,1099
Rnf7,1215,958
Lin7c,1339,833
Spred1,1273,899
Baz2a,1337,834
Pgk1,1173,997
Pdha1,1187,982
Arfgef3,1223,944
Tnrc6b,1358,806
Tpm3,1238,926
Clptm1l,1181,982
Copg1,1199,962
Adprh,1268,893
Golm2,1254,906
Stt3a,1231,929
F2r,1396,763
Sdf4,1106,1052
Ssbp3,1250,907
Aplp2,1249,907
Kif2a,1218,938
Auts2,1380,776
Mcm7,1424,728
Mpzl1,1282,869
Tnks2,1272,874
Jpt1,1250,896
Appbp2,1221,924
Ykt6,1186,956
Ap2a2,1152,989
Hnrnpf,1303,838
Samd5,1508,632
Klhdc2,1218,920
Api5,1254,884
Cks2,1304,831
Eif6,1061,1072
Mtln,1079,1053
Usp22,1155,973
Bnip3l,1268,857
Rbfox2,1216,905
Tmco1,1292,829
Nfat5,1346,769
Cdc37,1179,936
Zmynd8,1426,688
Unc5b,1204,909
Stub1,1135,978
Pafah1b1,1179,932
Trabd,1108,1003
Phgdh,944,1166
Rock2,1314,795
Luc7l3,1396,712
Arl2bp,1192,916
Fads2,1075,1032
Ap3d1,1171,935
Nfkbia,1294,811
Tmsb4x,1450,653
Tln2,1340,763
Map7d2,1288,814
Commd1,1102,998
Polr2a,1222,875
Smc2,1394,701
Pcna,1371,723
Ppp4r3b,1262,832
Asap1,1118,975
Rab5c,1197,896
Ppp1r8,1189,904
Vps35,1192,900
Bdp1,1365,726
Ebf3,1230,860
Slc6a6,1384,704
Prr13,1145,942
Vps29,1132,955
Ncstn,1162,924
Gapvd1,1181,906
Stk11,1244,842
Cdkn1a,997,1088
Dars1,1300,784
Polr1c,1035,1047
Stt3b,1155,926
Tenm4,933,1148
Stox2,1242,836
Pja2,1280,798
Naa12,1142,934
Papola,1147,928
Slit2,1240,835
Atp6v0b,1073,1000
Bud31,1089,983
Xrn2,1279,793
Trib3,845,1226
Reep5,996,1075
Luc7l,1430,641
Suclg1,1020,1051
Zfhx3,1190,878
Pcsk1n,1247,818
Dnajc8,1260,804
Phb1,1134,930
Klhdc10,1133,930
Baz1b,1406,657
Adipor1,1181,881
Kmt5a,1131,930
Tmx4,1348,712
Ehmt1,1288,770
Sec63,1214,842
Atp5mg,1206,851
Polr2g,971,1085
Dgkz,1203,853
Unc13a,1211,845
Reps1,1169,885
Stx12,1115,939
Tpm4,1277,777
Bod1,1159,894
Chchd3,1042,1011
Nampt,1119,933
Timm50,1007,1045
Prune2,1059,993
Desi1,1002,1049
Zdhhc2,1137,914
Pafah1b3,1028,1022
Ucp2,1032,1018
Ctnnbl1,1197,852
Aplp1,1075,970
Tram1,1151,894
Ccnl2,1370,674
Inpp5f,1326,718
Mrpl51,1138,904
Ier2,1215,824
Rbmxl1,1274,764
G6pdx,1076,961
Srrt,1328,708
Tor1aip2,1275,759
Actr1b,1133,901
Ktn1,1262,772
Trappc4,1031,1001
Pdcd6ip,1145,886
Slc25a33,1178,853
Trp53,1170,860
Rtcb,1046,983
Nabp2,1054,973
Psmb5,988,1038
Psmc4,1148,877
Psmd6,1099,925
Utp4,1223,799
Aldh18a1,998,1024
Rock1,1262,760
Sfswap,1317,704
Tfdp1,1231,788
Syn2,1379,639
Tomm6,940,1077
Ptprs,1240,777
Strbp,1214,799
Samd1,1154,859
Insig1,1078,932
Sar1b,1187,822
Tmem131,1114,895
Med10,1010,997
Phc2,1076,930
Ndufb2,1069,937
Zfp292,1270,736
Pttg1,1136,867
H2ax,1201,802
Frg1,1168,834
Sv2c,1206,796
Jun,985,1016
Jmjd6,970,1030
Wdr18,1047,953
Actr10,1067,932
Gm21981,932,1066
Ranbp2,1287,708
Rhou,901,1094
BC005537,1164,830
Mak16,1236,757
Vasp,1158,834
Ptprn,1063,929
Rrm1,1260,731
Anapc1,1132,859
Idh2,1108,882
Cenpw,1020,970
Itga6,1020,970
Nefh,1072,918
Cdca8,1220,767
Mrps24,1034,953
Brd3,1168,816
Kmt2a,1224,760
Dlst,1138,845
Anapc16,1147,835
Ap2m1,1036,946
Gdf15,831,1151
Hsd17b12,1046,936
Polr2m,1146,834
Impdh2,1163,813
Mcm2,1125,850
Adrm1,1060,912
Hif1a,1044,928
Tmem167,1120,851
Furin,1256,715
Xpr1,1146,824
Psmd13,1023,946
Sall3,1212,756
Amd1,1211,756
Hnrnpul1,1248,720
Lmna,1019,946
Ep400,1188,778
Ddx6,1066,899
Pdhb,1033,931
Lrrc47,1103,858
Thoc2,1256,704
Arl8a,1157,802
Rpl29,1045,913
Septin11,1102,855
Phip,1292,665
Wbp2,1031,925
Neo1,1128,827
Ndufs5,966,988
Bmi1,1079,874
Prdx4,1062,890
Akirin2,1169,782
Dlat,1133,816
Dap3,1106,842
Ggnbp2,1084,864
Polr2b,1146,801
Polr2l,1038,909
Septin6,1202,744
Arfgef1,1237,706
Brd4,1086,856
Sap18,1130,812
Cpsf6,1168,772
Hcfc1r1,849,1091
Kras,1078,860
Pum1,1159,780
Ctsb,1007,930
Hs6st1,1134,803
Smn1,1043,894
Fip1l1,1112,824
Ccar1,1100,835
Ivns1abp,1224,709
Polr3k,1004,927
Rala,1004,926
Nudcd2,1155,775
Sfxn1,1015,912
Metrn,816,1110
Smu1,1019,907
Serinc3,996,929
Ubfd1,1106,818
Bccip,1028,894
Fam114a2,1055,867
Glyr1,1257,664
Sec14l1,1016,905
Srrm3,1268,653
Ccdc47,1102,818
mt-Nd6,1182,737
Arl3,955,963
Mrpl18,1031,884
Utp3,1107,802
Akt1,1068,841
Wars1,866,1042
Septin9,990,918
Dld,970,938
Nxn,1233,674
Jarid2,1128,779
E2f4,1030,874
Dhx15,1078,826
Sumo3,1022,882
Psmd4,1034,869
Rcor1,1034,870
Vps28,908,994
Cenpv,997,904
Slco3a1,1065,833
Fam199x,1111,784
Hmgn2,1166,730
Dcbld2,1054,841
Ddr2,1005,889
Herpud1,876,1014
Drg1,1077,812
Camk2d,1153,736
Cnih4,1004,885
Hp1bp3,1180,709
Cthrc1,1094,795
Fem1b,1037,851
Ncapd2,1251,636
Rabl6,1059,827
Cyrib,1090,795
G3bp2,1108,776
Immt,1092,792
Tpd52l2,1040,840
Dnajc5,1086,793
Birc6,1137,741
B2m,1018,860
Ppp1r12a,1087,791
Tomm34,974,903
Ahcyl1,986,891
Phf3,1214,660
Ndufb1,1006,867
Ociad1,1054,819
Usp14,1100,772
Rab7,1006,865
Dync1i2,1075,794
Cyth2,974,894
Cdv3,1148,718
Gtf3c2,1124,742
Arhgef2,1048,818
Gabarapl2,1031,834
Tnrc6c,1082,782
Rasa1,1005,859
Rnf14,1031,833
Mrpl13,972,890
Dek,1168,693
Nus1,1069,792
Ap2s1,884,977
Trim44,1160,700
Rab21,1034,825
Tmem256,954,905
Agap1,955,903
Rmdn3,972,886
Smndc1,1121,736
Iars1,968,888
Sf3b4,1082,774
Unc50,1021,835
Ndufc1,931,922
Arcn1,1068,785
Eml4,1174,679
Cdc42bpa,1140,713
Selenoh,862,990
Rab3c,1139,712
Gse1,1188,663
Psmg3,932,918
Rrs1,1113,736
Qki,1075,774
Fastk,1062,786
Zfp207,1090,756
Mrps17,1032,814
Pfdn6,920,924
Ero1a,826,1016
Cdk7,1118,722
Rsl24d1,1080,758
Maf1,1015,822
Septin7,1116,720
H2ac11,1063,773
Chmp5,988,845
Gstp2,922,910
Etf1,984,848
Iqgap1,1117,714
Utp11,1056,775
Casp3,972,858
Sf3a3,1094,733
Ift20,992,834
Tma7,915,910
Gm21988,912,913
Sf3a2,1048,776
Myh3,1093,731
Ip6k2,1046,775
Msi1,1037,784
Odf2,1097,723
Cyth3,1300,519
Eif4a2,1084,734
Nol7,998,818
Slc1a4,880,935
Usp9x,1052,760
Psmc5,909,900
Agpat5,1045,764
Cks1b,1057,752
Top2b,1124,684
Slc10a4,1094,712
R3hdm1,1087,718
Commd4,900,904
Crebbp,1048,755
Zfp593,860,943
Mindy2,955,848
Zbed5,1019,782
Rnf6,1012,787
Mrpl17,879,918
Mxd4,935,860
Cnot6l,1026,768
Cop1,1043,749
Jkamp,994,798
Dot1l,1035,756
Zfp131,1000,790
Exosc4,858,930
Gpbp1,1035,753
Mycbp2,1062,725
Plxnb2,1000,787
Cul4a,1033,755
Colgalt1,1035,751
Bri3bp,950,836
Pmpca,976,808
Far1,1084,700
Mdm2,1017,766
Emc10,846,936
Clint1,1069,711
Snx18,907,872
Rrp15,928,851
Tab2,1039,740
Smad1,1112,666
Pdcl3,946,831
Ireb2,1003,774
Gnai3,1038,738
Szrd1,929,846
Ryk,985,790
Mtss1,1061,714
Tmem50a,1018,754
Ccdc50,1088,685
Cystm1,840,932
Parl,932,840
R3hdm4,943,828
Tnpo2,1051,718
Zfp622,1008,761
Lman1,1044,724
Pqbp1,961,806
Nup107,1157,609
Thoc5,986,779
Ist1,1099,665
Pak1ip1,1038,726
Ubap2l,1074,688
Pam16,896,865
Sccpdh,952,809
Onecut2,1050,710
Ckap4,1010,750
Rims2,1084,673
Dhx36,1054,702
Col18a1,1027,728
Ppp1r15b,920,833
Mrpl52,869,884
Thsd7a,800,952
Mpc2,847,906
Sox12,974,778
Atp1b3,1082,670
Gm20538,930,820
Ilk,911,839
Scarb1,980,768
Prelid3b,989,759
Ak1,934,813
Ergic1,884,863
Pnrc2,997,750
Chd7,1000,746
Acat2,851,894
Ubxn4,1026,718
Bcar1,895,849
Frmd4a,1176,567
Rae1,963,780
Nup188,946,796
Erbin,1106,635
Smarca4,982,757
Ubl4a,895,843
Smarce1,1002,735
Sec11a,1024,714
Clvs1,1122,614
Eif1a,1006,730
Strn3,1009,723
Dlgap4,851,881
Tmem33,992,739
Ilf3,1075,655
Ssr1,998,732
Uggt1,909,820
Uso1,930,799
Mrps16,848,880
Drg2,866,862
Gadd45gip1,896,832
Cnot11,966,761
Ptpa,948,779
Txnl4a,908,818
Slu7,950,776
Zfand5,1025,701
Hk1,972,751
Oga,1047,676
Arpc1a,1030,693
Pdpk1,1132,588
Septin8,917,800
Pfkm,914,802
Lyar,1020,696
Ccna2,1022,692
Cebpg,911,803
Ythdf1,1014,699
Guk1,846,866
Hbs1l,889,822
Hdgfl3,982,729
Sde2,944,764
Mpc1,948,761
Eftud2,1055,653
Mbnl1,1032,676
Cab39,960,747
Tm9sf3,1008,699
Tcf3,978,728
Mrpl2,868,838
Dnm1l,994,711
Hcfc1,992,712
Dnajb11,925,777
Tmem63b,925,775
Mrps10,902,796
Smg7,1000,698
Coa5,931,766
Ubqln2,871,825
Maco1,1090,606
Yrdc,912,780
Cdt1,977,713
Golga4,1121,569
Brk1,927,761
Gale,778,909
2810004N23Rik,1001,686
Polr2j,913,771
Syt4,804,880
Ski,1016,668
Me1,834,849
Cdk16,805,878
Napa,853,828
Scg3,916,763
Tra2a,1098,579
Nploc4,879,797
Dnmt3a,1044,632
Ahsa1,915,760
Kdelr1,919,755
Brd1,944,730
Limk1,868,805
Usp8,1021,651
Idh3a,910,761
Tmtc2,1025,645
Ik,957,713
Aaas,896,773
Dtx3,1045,623
Rcor3,996,671
Klhl9,913,754
Dnpep,827,839
Cdca3,930,735
Lrpprc,847,818
Polr2f,883,782
Cbx4,780,884
Mrpl14,940,723
Srek1,1176,487
Mkln1,998,664
Pitpnb,863,798
Kmt2c,1063,598
Arpc1b,829,832
Zc3h18,1045,616
Phf21a,984,676
Pabpn1,967,693
Camta1,960,699
Slc35a2,895,764
Orc6,1019,640
Osbp,854,804
Prc1,1008,650
Cggbp1,956,703
Uchl3,910,748
Rere,1017,638
Dnmt1,1084,570
Ifrd1,900,754
Dcaf7,880,773
Tead1,1062,589
Usp15,933,718
Got1,776,874
Erp29,868,782
Pcid2,835,814
Tmem176b,790,858
Nolc1,1018,630
Bri3,915,733
Tut4,1096,552
Rwdd4a,911,736
Psme3ip1,938,707
Abcf1,982,663
Nova2,925,719
Hmox2,916,728
Sltm,1092,550
Atp6v1c1,883,758
Mrpl38,793,848
Bcap31,937,704
Uqcc2,825,816
Degs1,947,693
Naa38,830,810
Foxk2,828,812
Kdm5c,935,705
Vps36,961,679
Crls1,917,720
Phox2b,1075,560
Tnrc18,1017,618
Cers2,861,772
Exosc7,918,715
Tsg101,949,683
Hjurp,984,647
Cdipt,901,730
Nek1,928,704
Sec31a,980,650
N4bp2l2,967,663
Dpy30,990,640
Mrpl42,836,793
Zmynd11,965,664
Lman2,860,768
Armc1,928,700
Tmed2,984,644
Cuta,824,802
Slc30a5,901,724
Tmbim4,820,805
Cops8,894,729
Timm17b,804,816
Lamtor2,768,853
Tsc22d4,843,777
Pigt,812,808
Dctn6,854,765
Ppp2r2c,910,708
Srp19,835,783
Ubr4,856,762
Efna5,740,877
Ppme1,856,759
Cfap20,902,710
Znhit1,837,776
Numa1,1020,593
Oser1,1023,589
Taok3,851,760
Slc2a1,858,752
Ubp1,1050,560
Pdcd6,948,660
Smad4,949,659
Plaa,901,705
Arl8b,868,738
Zc3h14,924,680
Eid1,906,698
Ccz1,835,768
Rbm6,1052,550
Thoc7,929,671
Rnf181,764,835
Nip7,913,684
Dcakd,823,774
Wdr1,912,684
Ngfr,1236,360
Ppp1cc,908,688
Cops4,833,763
Tbcb,724,871
Akap9,1160,434
Gtf2a2,926,668
Otub1,984,608
Cenpa,1025,566
Qrich1,954,637
Grcc10,796,794
Senp6,988,602
Dpf2,892,697
Prdx5,766,822
Mecp2,957,632
Nras,857,730
Sp3,896,691
Ube2w,829,757
Ecpas,922,663
Pafah1b2,907,676
Iqgap2,998,584
Bbx,918,664
Asf1a,898,683
Sar1a,849,730
Dcun1d5,868,708
Nsd3,938,638
Acsl4,881,695
Sec62,861,714
Fyttd1,950,624
Cmpk1,952,622
R3hdm2,935,638
Cdc123,856,716
Ap1m1,854,718
Mthfd1l,881,690
Tubg1,787,783
Fabp5,959,612
Agfg1,865,705
Gatad2a,878,692
Tbl1x,908,660
Ubl5,786,782
Ppa1,774,792
Ebna1bp2,849,717
Dag1,871,695
Pcnp,888,678
Tbc1d15,940,626
Prmt7,835,730
Plpp1,909,656
Secisbp2l,803,761
Pbdc1,882,682
Mark2,900,662
Ndufb4,831,730
Sumo1,935,626
Bud23,844,717
Hmgb3,1000,560
Gorasp2,813,747
Ptpn1,871,687
Aldh9a1,705,853
Trrap,868,688
Eif1b,850,705
Ube2d2a,936,618
Mrpl48,859,694
Arih1,924,628
Ap1g1,900,652
Paip1,854,697
Nasp,1040,511
Ldb1,942,608
Raph1,876,674
Tbrg1,827,723
Fam50a,872,677
Plekhj1,786,763
Acd,741,805
Dbnl,821,725
Ifi30,974,572
Prkrip1,786,760
Bpnt1,855,691
Chmp2a,847,698
Isl1,1081,464
Eloa,848,696
Dnajc2,898,646
Grsf1,829,714
Mtcl3,930,614
Polb,925,618
Ehmt2,878,665
Map1lc3b,940,603
Atad2,972,570
Gm45234,770,770
Ubqln1,795,744
Spen,966,573
Prdx3,893,646
Stard7,898,640
Lpgat1,851,687
Foxn3,998,538
Flnc,672,864
Nsmce4a,907,629
Ddx42,1000,535
Taf1,968,567
Emc8,855,680
Tmem234,768,767
Cul3,883,650
Fbxo21,939,593
Gtf3c1,926,606
Fcf1,848,683
Zfand6,906,625
Mrps6,963,567
Tmem248,830,700
Lmbrd2,893,637
Fermt2,756,774
Rasal2,1042,488
Sec24c,831,697
Coro2b,842,686
Drap1,737,791
Aqr,920,606
Dstn,851,674
B4galt6,881,644
Eif4enif1,914,610
Hax1,705,818
Ccnh,783,740
Itga1,986,536
Pin4,791,731
Tacc1,910,611
Emc6,804,717
Nop14,900,621
Lage3,830,691
Med28,797,723
Gaa,757,763
Sfr1,925,594
Lsm8,911,607
Amz2,777,740
Aimp2,788,729
Epb41l3,976,541
Slc39a10,919,596
Zfp598,861,654
Grk3,1176,339
Ctdsp2,948,566
Mdm1,1020,495
Cdkn2a,694,820
Tmem160,680,834
Impact,951,562
Ahdc1,893,620
Spcs1,824,688
Ptpra,906,606
Naa15,912,599
Sae1,808,702
Phf20l1,970,539
Rsrc2,940,569
Socs2,1122,386
Pnn,1071,436
Dctpp1,844,662
Fam89a,912,593
Ythdc1,1062,442
Prep,812,692
Tcerg1,1020,483
Fis1,937,566
Rhobtb3,833,670
Arl2,770,733
Selenof,744,758
Zfp106,836,666
Mark3,906,595
Atp6v1d,844,656
Bpnt2,923,577
Snf8,734,765
Kif22,946,552
Fbxl16,774,723
Glipr2,814,681
Hook3,944,551
Rsf1,942,552
Llph,841,653
Flii,773,721
Smc6,986,508
Pck2,778,715
Ube2z,864,628
Mrpl33,734,758
Otud5,864,628
Hnrnph3,852,639
Faf1,798,690
Ogfr,789,700
Micos13,754,734
Fubp3,864,624
Mrpl24,768,719
Myl12b,844,642
Clasp1,848,638
Ubn2,984,500
Tomm5,803,681
Twf1,793,691
Pde4b,960,523
Arpc4,828,654
Babam1,782,700
Csnk1g2,778,703
Yy1,888,592
Alg10b,842,638
Palm,928,550
Ubald2,880,598
Utrn,871,606
Gpr22,931,546
Ctnna1,877,600
Bcat1,834,643
Mrpl58,800,676
Sertad2,845,630
Pitpnc1,839,636
Psmg1,732,742
Lamc1,856,618
Itfg1,782,692
Pard3,772,701
Marchf7,849,624
Rbm34,820,652
Txndc17,807,664
Cwc15,792,678
Timm8b,820,650
Hnrnpul2,847,621
Pou4f2,807,661
Snw1,904,560
Shisal1,885,579
Lsm1,746,718
Xrcc6,727,736
Nudcd3,871,592
Rps27rt,796,667
Anapc11,750,712
Wsb1,913,548
Bmpr1a,853,606
Blmh,798,661
Clic4,722,738
Wasf2,849,608
Emc4,739,718
Ap3b1,879,578
Pdia4,864,591
Ppid,789,665
Farsb,766,688
Pnrc1,862,592
Dkc1,812,641
Prpf6,833,620
Yif1b,768,685
Ankrd12,888,564
Bex3,810,642
Itpa,844,608
Zfr,828,622
Nfix,796,654
Gatad1,804,645
Rnf10,843,606
Nedd8,742,706
Rfc1,842,606
Uhrf1,918,528
Tmem108,862,584
Naa25,722,724
Selenot,758,687
Llgl1,853,592
Tpp1,742,703
Gm49909,837,608
Lamp2,816,628
Vta1,748,696
Tmem259,794,650
Grk2,798,645
Commd3,790,653
Upf1,837,606
Bmp7,766,676
Rbm5,930,511
Gart,824,616
Xpnpep1,818,623
Ass1,920,520
Rsbn1,803,636
Cnot8,844,594
Mvb12a,694,744
Alad,704,734
Nap1l4,806,631
Dgcr2,812,624
Tnks,861,574
Fyn,762,672
Tmed9,758,676
Zrsr2,840,594
Ptbp3,860,574
Rlim,875,558
Fbxw8,771,662
Sec23ip,868,565
Gng5,719,713
Islr2,776,656
Tbc1d31,824,606
Kif5c,912,518
Nvl,846,584
Dhx38,788,641
Sp1,875,554
Araf,763,665
Tmem147,665,763
Ttll12,851,576
Pds5a,870,558
Inppl1,886,541
Ube3c,757,668
Scand1,714,711
Tgoln1,775,649
Abhd8,729,695
Hagh,698,725
Disp2,771,651
Pitpna,707,714
Trappc2l,664,757
Krr1,835,584
Mapre2,832,586
Zmat2,795,623
Snrpn,688,729
Elp2,772,645
Bag1,804,613
Klc1,813,604
Wdr45b,873,544
Cux1,776,640
Chtop,778,638
Psmd5,761,655
Abat,774,642
Chac1,636,779
Ralgps2,830,584
Tia1,892,522
Ylpm1,830,583
Mcrip1,796,616
Mob4,837,575
Eif2a,860,552
Nek7,838,574
Fpgs,805,606
Mcm3,930,481
Nomo1,810,601
Afg3l1,769,642
Ier3,638,772
Yipf4,826,584
Tax1bp1,831,579
Tmem126a,657,753
Arvcf,832,578
Epn1,754,654
Ddx56,775,632
Mrpl3,766,640
Nos1,998,408
Eif4ebp2,823,581
Coq9,703,701
Sobp,814,590
Irak1,803,601
Igf1r,1007,396
Mrps18c,712,691
Usp47,869,533
Gtf2h5,742,659
Six3,849,552
Rabgap1,814,587
Yaf2,824,576
Vapb,761,639
Phf14,824,574
Fam91a1,781,613
Nmt1,699,695
Nt5dc2,902,492
Cntfr,774,620
Hdgfl2,758,634
Sugt1,731,661
Mtrex,809,583
Cers5,794,598
Thumpd1,836,555
Gpt2,666,724
Galk1,679,711
Btbd1,777,613
Tmod2,794,595
Eif4e2,747,642
Spag9,831,558
Emsy,829,559
Grb2,756,631
Nadk,719,668
Dpm1,769,618
Aacs,699,687
Atxn2,842,544
Spag7,740,644
Ctdnep1,776,609
Tmx2,699,686
Mtus1,864,520
Cops7a,732,652
Wdr82,774,610
Ap1b1,785,599
Mllt10,810,573
Pnisr,988,395
Supt5,814,570
Parva,904,479
Mff,764,618
Sms,864,518
Kcmf1,755,626
Med25,801,580
Adam9,772,608
Atrnl1,775,604
Dclk1,823,554
Dhx30,804,574
Med30,768,609
Cdc20,854,520
Trio,793,581
Pum3,774,600
Ube2a,707,666
Zfp451,883,489
Txnip,784,586
Pkig,808,562
Cfl2,697,672
Pin1,716,653
Lsm2,866,502
Tspo,769,599
Camk2g,752,613
Magea13,746,617
Golph3,714,648
Ranbp3,780,582
Efr3a,736,626
Cnih1,760,602
Agpat3,696,666
Helz,832,529
Hmmr,932,428
Rbm28,768,592
Ahctf1,841,518
Grip1,764,595
Mcm4,846,512
Tnfaip1,729,628
Pex13,708,648
Ndufs8,662,695
Ppp2r2a,822,534
Cnot2,782,574
Arpc5l,656,699
Zmiz1,836,519
Fnta,671,684
Pofut2,688,667
Tfg,761,594
Lsm5,811,543
Scpep1,728,625
Kdm2a,758,594
Spats2,814,538
Pdcd5,743,608
Clstn1,717,634
Gnl2,750,601
Etv5,717,633
Ubxn6,695,655
Pmvk,540,809
Vcpip1,773,575
Smarcc2,853,495
1700025G04Rik,753,594
Bag3,866,481
Atp13a3,782,563
Klf10,800,545
Stom,771,574
Mtmr3,758,586
Galnt2,822,522
Pds5b,820,524
Fam136a,696,646
Septin10,811,530
Taf9,759,581
Gdap1l1,684,656
Cbx7,788,551
Abi2,794,544
Gga1,684,655
Xpo6,824,515
Ralbp1,718,620
Bcas2,748,590
Cdr2l,720,618
Gnptg,751,587
Bhlhe40,742,596
Gnl3,851,486
Dnajc15,721,615
Prkar2a,761,575
Bcl9l,766,570
Rab8a,716,620
Evi5,804,530
Fstl1,817,517
Aebp2,760,574
Tufm,693,640
Ddit3,494,838
Copg2,706,626
Rif1,825,506
Mrpl28,670,660
Rnf2,734,596
Anapc13,696,634
Zwint,714,615
Slirp,744,585
Elavl3,830,498
Cplx1,756,571
Arl4a,730,595
Trmt6,859,466
Josd1,740,585
Pwwp3a,889,436
Asz1,723,601
Gm20521,742,581
Setd2,880,443
Cdk2ap1rt,716,605
Pno1,691,630
Stxbp1,741,579
Usp5,690,630
Rab18,715,605
Atf2,810,509
Scrib,781,538
Isyna1,747,571
Stk25,743,573
Ndufs1,722,594
Pfdn1,654,662
Raf1,778,537
Egln3,688,627
Esd,661,654
Becn1,725,590
Ltv1,708,606
Med21,732,581
Shprh,783,530
Trappc1,662,651
Tex30,818,494
Ahi1,754,558
Dusp11,770,542
Cdk9,765,546
Rpl22l1,729,582
Rex1bd,599,712
Mrps18a,677,633
Palld,733,577
Lss,619,689
Cdkn1b,787,520
Wac,760,547
Ezh2,784,523
Plp2,714,593
Tmx3,716,590
Ccdc34,795,511
Ube2q1,760,545
Med13l,741,564
Dennd5a,727,578
Kmt2d,793,511
Hk2,748,556
Ppp1r15a,578,726
Usp10,663,640
Dcaf8,796,508
Nup62,753,550
Dele1,680,622
Vps35l,775,526
Dnajc11,763,538
Rhox2d,638,662
Hnrnpll,770,530
Pgm1,667,633
Lsm14a,741,558
Kif3a,775,524
Rhob,649,650
Srpk1,806,492
Ptk2,776,522
Slc25a12,620,677
Nfyb,802,495
Lrrc41,690,606
Scn9a,886,410
Flywch1,679,616
Lnpep,750,545
Rictor,858,436
Zfp330,746,548
Inafm2,680,614
Stard4,699,594
Ap2b1,684,608
Map2k1,722,570
Cul1,768,523
Lyst,747,543
Ubr2,726,564
Anapc4,738,550
Ahsa2,678,608
Nup155,794,492
Ncor2,785,500
Coq7,737,548
Zfp462,772,513
Eri1,758,527
Prrc1,742,543
Cdc42ep1,608,676
Thrap3,879,406
Grpel1,669,614
Imp3,682,602
Pex19,662,620
Nfu1,566,716
Fam78b,706,574
Kpna2,743,537
Rorb,696,584
Adcy6,719,560
Sbds,696,582
Dapk1,755,524
Tgfbr1,882,396
Hacd3,753,525
Hdac1,804,473
Entr1,692,585
Rhox2a,593,683
Fbxw11,703,573
Ctcf,828,447
Ssbp4,696,579
Ide,728,546
Fmr1,820,454
Igsf8,721,552
Dok4,919,354
Slc44a1,850,423
Deptor,922,350
Rps19bp1,700,572
Fam168b,798,474
Mapk1ip1l,771,501
Zfp326,817,454
Prpf38b,860,410
Unc5c,842,426
Rufy3,774,494
Gpc1,848,420
Cpsf3,683,585
Pef1,723,545
Rbm26,822,444
Ech1,664,603
Rnmt,774,492
Ralgds,832,434
Slc29a1,687,579
Echs1,691,574
Syt7,625,640
Rab9,754,510
Gusb,750,514
Sec23a,733,530
Dctn4,683,580
Lta4h,705,557
Nck2,714,546
Elavl2,804,457
Stau1,769,490
Plod2,814,445
Eif2b5,663,596
Chn1,710,549
Zc3h7b,666,590
Kdm7a,691,566
Etfb,578,678
Rnaset2a,481,773
Rnasek,608,646
