gene,undiff_rep1,undiff_rep2,undiff_rep3,diff_rep1,diff_rep2,diff_rep3
Srsf6,11485,10955,11987,8875,8110,7055
Tubb2a,6860,4530,7425,17277,10382,13483
Prmt1,13779,8762,10782,9131,7081,8984
Laptm4b,6956,6471,7437,10221,11780,7274
Erbin,9656,6830,11145,7599,7132,7213
Dcaf7,5965,6966,6403,12936,9778,10618
Eif5,8948,10313,12290,7035,6581,6778
Elavl1,9845,11188,8140,9767,10960,9178
Xpr1,8783,7467,8213,8576,9694,8139
Rps14,9358,8872,7927,10141,8765,5471
Ddx1,11358,12028,7650,9293,9412,8225
Usp7,8661,13384,8667,6076,6660,10039
Eif3e,8476,7845,7247,8366,10625,8092
Nucks1,11480,12017,9347,6881,5790,8391
Psmb1,9836,10810,11584,10129,8011,7972
Atf5,6700,6019,5803,11442,14111,14963
Plxnb2,9019,7059,7584,6194,6351,7607
Oaz1,9520,8527,10794,7358,5572,6425
Actr1b,10347,10673,8743,8110,7465,7555
Iars,7417,13243,10812,6877,10061,9372
Idh3b,6647,8627,10244,10797,9662,9099
Arcn1,10411,12251,8788,9922,9078,10697
Uchl1,9032,12608,9028,6444,7175,7980
Sf3a1,9971,7578,9537,8052,7522,5592
Psme3,7389,9014,8373,4704,7222,7966
Hif1a,7202,9948,6269,8229,10986,8582
Tfrc,9369,12311,10173,5408,7045,6649
Herc1,7057,9033,7024,8725,8342,9715
Noc2l,6686,9980,9973,7437,6244,6685
Mlf2,8393,9906,10338,8650,9001,10418
Nomo1,11031,8388,9015,7124,8030,9238
Sdpr,9955,14273,10290,7158,6834,8545
Vps35,7575,6893,11489,9476,9087,9978
2017-09-02 00:00:00,8886,6511,8250,7447,7721,7413
Atp5f1,10635,9490,11939,10267,10587,8350
Scaf11,5653,11883,8027,7657,6533,8519
Nup93,10446,9780,8726,6234,5754,7108
Uqcrc1,10492,9395,9816,8381,7430,7871
Ahctf1,11359,8393,9763,6490,5435,7580
9530068E07Rik,11183,8102,6357,10450,7207,10345
Rab6a,10264,6995,10499,10007,6711,7961
Ptp4a1,9022,7147,9910,8869,7257,9246
Prkaca,8804,6443,7026,6940,7947,11446
Cops2,9528,7497,7984,8457,12590,5794
ATP8,7070,10712,7681,8692,11586,9074
U2af2,10174,10110,8236,6932,5103,9192
Fkbp8,10271,8990,9239,8434,6846,7434
Pum2,12865,13263,7127,7448,9508,5825
Marcksl1,7961,7317,6040,8428,7815,9157
Iqgap1,9685,8194,12595,6807,7446,7354
Flnc,5648,5944,4877,9691,11443,10771
Myh10,10398,6577,7142,8194,11167,8267
Msn,9431,10010,9113,6393,9694,8231
Dnaja2,12141,11343,8209,7357,8930,6111
Zkscan17,6251,6150,10851,7299,9446,10261
Pgk1,5163,4862,5788,15775,11868,9304
Actn4,9561,13245,11482,8123,7008,7219
Ap2b1,9268,6674,9410,9059,8650,10592
Psma6,10794,7922,13012,6946,5657,8843
Adgrl1,6217,8471,5501,9198,7508,9350
Rps8,7405,8238,10013,7331,5954,10232
Csnk2a1,8617,6974,8367,10127,8472,8497
Ina,6257,9259,7147,9644,10453,15402
Cd151,6046,7166,9773,8471,9510,10895
Ak2,12233,10709,11330,4397,5282,5278
Tmed10,8697,7385,5870,7365,10005,7651
Midn,9011,7896,8616,8604,6481,8738
Dusp4,6813,5831,7208,7266,9565,11193
Smc1a,11030,10722,11155,6949,7067,10787
Rtn3,6551,6328,4738,11140,9276,7237
Ccnb1,13412,13681,12324,6950,6188,4864
Kdm5c,6733,6463,8141,7620,10034,8325
Plod3,6787,7253,8889,4814,7341,8865
Nipbl,8898,9284,9191,7706,7581,6725
Cadm1,6771,7804,5317,9472,8501,6951
Oxct1,10429,8214,10436,5224,7715,6820
Raly,9182,8528,8709,9224,5407,8262
Mtpn,6592,6196,6773,8144,6500,10592
Birc6,9383,9316,10938,9060,10317,6477
Cdc42bpa,7274,4879,7690,8154,9449,5621
Ncor2,9822,8552,11154,7874,7732,8240
Gnas,7892,11146,10695,5855,7011,8327
Smc3,8637,10874,7684,7486,6525,7517
Lin7c,10325,9588,9533,7993,6298,9510
Ppm1l,8727,5405,5831,8901,9496,14122
Tnks,11164,8451,7753,9065,7965,7122
Clic4,6524,5995,6283,8689,8549,7377
Anapc1,9322,8791,10729,9266,6155,5985
AI314180,11211,8331,7383,8138,6606,9390
Kpna2,9695,5514,10708,5937,10009,5348
Ap1b1,6509,9075,5914,7824,9380,7394
Sez6l2,5953,6285,6174,13929,8158,7539
Nfib,8164,8679,6021,8453,7666,6790
Gnai2,6234,6117,5781,9361,8940,6765
Tmem30a,5136,7761,6852,7402,8001,9516
Saraf,4684,6570,4973,11173,10788,8184
H1f0,8423,5057,9078,8460,11934,7565
Mcm2,9226,7764,8711,4518,3427,5686
Neo1,6919,7137,9417,7256,10503,10501
Myl6,8793,7516,9782,8780,7315,4911
Rnps1,10064,8945,9158,6735,5283,6551
Cbx3,8001,7579,9503,8055,6310,7826
Rhoa,8946,10560,8485,8575,4792,8379
Ap2a2,6294,5297,11219,10944,6576,7908
Rhox5,7535,6328,8791,9731,10229,7606
Taf1,6611,6688,7166,7119,6299,8222
Slc1a5,8087,5188,7063,8669,6192,7670
Prnp,5050,4574,4780,7308,11219,12368
Aamp,6728,7618,7596,7946,10094,7033
Mcm3,10384,8740,9975,4773,5951,4569
Atrnl1,6226,6878,5899,6826,6987,9657
Mcm5,13042,14384,13353,4012,3501,3360
Ddx17,5469,8780,7238,8246,7901,8068
Ssr3,6095,10366,8419,8016,8953,12455
Mapt,4574,5941,4641,10867,8910,8961
Samm50,13850,8705,8648,5431,7538,5620
Nsg2,9651,11030,7480,7350,9004,6598
Psmc3,9060,10414,11614,9089,6044,5049
Slc2a3,7355,8928,8654,8822,9814,8743
Lrpprc,11987,7982,8157,6493,9384,8104
Brd2,7544,5450,9228,7165,7211,10314
Rps29,8018,6977,6648,8918,8352,7474
LOC108168114,10384,8589,6678,5466,6495,6639
Atad2,11673,11716,12181,6595,4751,5048
Rbfox2,7271,6203,4742,8024,8873,9848
Ireb2,6558,8527,11788,8944,7770,9724
Slc16a3,4604,2662,3901,13808,13054,12004
Usp22,7544,4898,7552,8338,10310,7838
Nop56,10441,11167,9303,5491,5867,4368
Hnrnpul1,9079,8083,6330,8318,7515,7241
Sec63,5010,7324,6182,7803,8931,8854
Nfat5,7410,8417,5672,6444,7059,6641
Egln1,5526,6908,6666,10253,7942,6892
Arfgef1,8398,6756,6480,5974,7329,10053
Strap,9359,8558,7186,7500,7718,9482
Phox2a,9191,7265,12940,5295,4560,5429
Ncor1,5631,7607,6168,5666,8312,7596
Cbx6,7680,7682,6440,9224,7297,8489
Aldh9a1,5421,4581,7918,9140,8509,7611
Baz2a,6487,9013,10768,9985,9014,8020
Psmd1,7986,12577,6666,6211,6138,5488
Idh3g,7162,8292,4968,6483,6795,8101
Dynlt1b,5115,9090,6866,5076,7956,6766
Snrpb,11340,11807,9486,5767,6006,5020
Col18a1,7181,6654,6829,6539,7071,7672
Ubqln1,9638,9446,7166,6387,4513,6816
Tra2b,12554,9391,7010,4075,7798,4885
Iqgap2,6526,4983,7583,5936,7529,8852
Uba2,6333,7488,8017,6104,6159,6305
Poldip3,6514,6934,6830,7520,7619,7102
Dynlt1c,6186,9253,7770,10278,5392,10892
Lgmn,6496,7232,9249,9711,8796,5587
Sub1,7291,8527,7447,6278,9042,7243
Rps6ka2,4494,5938,10272,9775,7555,7817
Phgdh,7475,5632,6663,7378,7775,7149
Asap1,5342,10027,7854,5536,11383,6938
Atp1a3,7058,10729,4579,8852,6563,9757
Ube2d3,7472,8145,6812,6118,5825,7609
Rpn1,7648,7820,8090,5386,6456,5965
Rgs4,3981,4957,3574,8801,10218,14172
Phf10,4696,4273,4519,9301,7937,9411
Prune2,3892,4193,3951,9511,10307,11140
Phb2,6061,6400,6925,5912,5762,8081
Dnmt1,9585,10481,8790,4894,6099,5143
Supt6,10670,7992,7796,7704,8531,8797
Ppm1g,12298,8033,9249,5245,8056,8189
Atp13a3,10035,7068,6553,5959,9406,9008
Atp5o,9575,6483,8165,6169,5884,4253
Dhx15,7481,7324,7350,6417,5662,5981
Bmi1,9311,8892,8499,8150,9669,5171
Trap1,7602,7226,10543,8790,8249,7239
Igfbp5,1686,2124,1777,8053,15172,18219
Ivns1abp,8426,7643,9622,6812,4621,6684
Puf60,8010,7772,7551,6969,8090,5751
Dusp6,5741,5735,6821,9935,9405,10437
Etv5,6304,6119,6202,6738,7073,7808
Ptpa,6419,8921,6253,6781,7398,8349
Gap43,4159,3117,5596,12877,9322,11898
Sec14l1,9114,6876,9109,10986,8784,8375
Smarca4,7767,8875,8862,8106,6989,5183
Pfkm,5545,5793,5824,8987,7812,9082
Tln1,8530,7857,8501,5574,6756,6828
Gsk3b,6908,5855,8282,8082,7524,9491
Syt1,4955,6829,5609,5722,9185,12196
Foxk2,6284,6592,7504,7270,7904,8817
Snrnp70,9466,6931,8345,4966,9621,7559
Cad,9920,9706,6442,4546,4472,5300
Gm12504,8303,9587,7677,5782,5940,7020
Celf1,10254,8269,8654,7118,5019,6384
Kif5b,7180,8156,8716,6896,4847,6718
Cd81,5290,5402,5145,9706,8375,8139
Tmx4,6104,6155,5398,8121,8187,9289
Copb1,9705,6855,7833,7154,4967,9530
Cdc16,5393,5534,7981,8768,5431,7117
Vat1,4537,4960,5694,8732,11473,12640
Fbxw11,6144,8017,9413,6805,10002,6361
Ptpn11,8195,6801,7397,5812,6766,6765
Rpl37a,8803,6751,9708,6406,7317,5124
Mtch1,9873,8974,8466,7489,5344,6811
Utrn,4861,6642,10716,10637,10870,9303
Polr2b,9635,8630,9313,5464,5897,6019
Smc4,8226,9412,14110,6387,6825,6308
Ncaph2,6737,8573,6411,6278,6665,7816
Anp32e,9415,8484,6939,6499,5355,7272
Pes1,6915,7071,9001,4791,4421,6769
Spred1,4723,9274,6771,7844,6793,7756
Pigt,6009,6489,8227,8538,13021,9574
Tecr,4228,4847,6485,6080,9693,8779
Api5,7327,8506,9679,5549,6832,5653
Tead1,8165,9386,6720,5320,6594,4660
Khsrp,8056,5968,7681,6525,6761,5678
Ube2s,11421,10765,10144,5790,6724,6719
Plec,6129,6210,5821,7751,6840,6174
Parva,5246,9758,7036,7941,6369,5664
Swi5,6426,8264,9307,6937,7352,5823
Dynll2,5720,6631,6806,8012,7948,6379
Atad1,4866,7526,6427,7513,7649,6580
Ncapd2,9674,11145,11325,5619,5473,3974
Rps15a-ps5,6371,6740,7889,5380,7575,5282
Cep170,4672,6947,5208,8186,7175,5983
Sumo2,9242,7464,8473,5068,5940,5984
Zfp106,7031,8407,7330,6331,7134,6406
Numa1,8073,5947,8189,6489,6207,5747
Thsd7a,3531,3363,5326,10898,10422,9783
Fam91a1,8119,5025,9061,7917,7118,6470
Uqcrc2,7393,8132,7673,5967,4975,7056
Rbm39,8815,4813,6372,7089,6468,6761
Gm12669,7503,5798,8244,5549,7095,6964
LOC102634709,7560,7378,7419,5181,7172,7091
Stox2,6194,5419,7418,10594,8931,6544
Prdx1,6516,7852,9134,5055,4748,4693
Ppp1cc,7043,6148,8847,7290,7570,6040
Nup155,7888,7632,7278,5450,6404,5092
Coa5,7336,5233,6967,5118,6594,8166
Nsa2,5009,6766,6572,8449,6083,7024
Kdm1a,8767,7508,5731,8158,6651,6802
Setd5,6195,6936,6638,8790,7240,6923
Snu13,6377,7887,7538,7524,6876,5191
Rps27rt,5260,8832,6814,6201,6048,7482
Gpm6b,4307,4909,4063,9241,9917,6865
Aldh18a1,5788,6939,5886,6814,6791,6967
Aldoart1,4399,5359,3789,7955,11111,12839
Wwc2,8771,8683,10312,4296,4482,4045
Hnrnpr,6938,6840,8522,4924,5425,7335
Fbxw8,7300,4210,7448,6253,7960,6188
Nploc4,6578,8376,9549,6114,6262,4889
Cyth3,8245,8147,8869,4465,3561,8330
Trp53inp2,4398,5189,3550,8733,9632,7518
Gm4737,13024,5839,10590,4535,6678,4188
Dynlt1f,5834,8086,6630,4966,4321,9741
Erh,7101,6566,8069,4931,6033,5568
Drg1,5788,6734,4630,6424,4915,9043
Ccdc50,7567,5649,6047,7310,5750,5851
Sumo3,6004,7844,7457,7231,4179,11182
Ptprn,5219,5670,6496,8892,8959,7542
Aplp1,4082,4774,4572,8989,10921,10813
Dynlt1a,5831,7137,8386,5956,7305,6756
Mat2a,6386,8243,6949,5507,9939,6729
Mcm7,8415,11420,8391,4141,3900,4987
Srp72,4370,6977,6706,5637,6865,6396
Adam9,4927,6252,5604,7686,8167,5645
Nudt3,6324,8432,6413,6530,5062,6982
Srsf2,9103,8702,9056,4298,4535,5660
Ero1l,3077,3416,2245,8558,7942,13443
Ash2l,5252,6847,5486,7672,7184,7288
Anp32a,6510,6323,7690,8321,7371,7916
Ccdc47,6532,3386,5015,6291,8017,7435
Spag9,6730,6867,7031,9919,6119,7217
Rpl17,6385,5321,5981,6464,4761,8099
G6pdx,6609,8804,6483,6336,4774,4366
Cox8a,8112,9874,8150,4450,6973,7073
Tspan7,4430,3927,4725,8519,6776,6372
Hsd17b12,5057,7263,6713,8438,6950,7784
Tnpo3,6181,7032,6366,6044,5554,5959
Cul4a,8496,7084,5699,8132,8558,3356
Pafah1b1,6796,5329,6191,6969,5527,5606
Dazap1,9594,7837,6795,6593,6665,4463
Fubp1,7005,7854,7423,8041,4595,6749
Cdv3,8789,9496,6219,4911,5359,5621
Maea,5952,9589,7089,6738,7516,9009
Capza2,6810,7404,8092,5201,5900,7522
Ahcyl1,10259,6170,7161,4645,5096,6708
Gls,7672,9786,5340,5410,5889,6175
Nutf2-ps2,7166,7714,9821,5743,5303,4963
Cttn,6232,6277,4640,7975,6545,6459
Pds5b,7803,7499,7667,6490,6505,4990
Chd1,9763,8518,8023,5525,5631,4882
Srm,7524,9295,9453,4755,4896,5515
Sbno1,5045,6267,6135,5371,6857,7900
Eif1ax,6840,7072,6592,5908,4876,8188
Tnpo2,6326,8721,7791,6428,6222,6405
Scg3,5424,7011,6541,5210,5472,9391
Srp68,8504,7256,5606,7677,5328,6117
Amd1,8288,8221,7466,4784,4696,4189
Top2b,7593,6320,5713,5008,4786,3880
Hnrnpdl,6847,9973,5251,5205,4725,3599
Cds2,6122,4805,6437,8305,11649,8854
Nup188,10600,7442,6477,7979,7764,7476
Pcna,10430,8414,9200,3570,3983,6515
LOC108168304,6921,5957,6936,5428,7398,9003
Ssr1,7084,6954,5481,7380,5232,5169
Nup205,11239,8175,9610,4507,5406,4359
Sdf4,5016,5381,5272,8627,6573,9637
Arhgef2,4690,4745,3693,8959,8901,8000
Tmod2,6820,6369,6684,4968,5915,4774
Ncam1,9672,7828,8738,3639,5362,3762
Morf4l1,6251,6062,6151,4914,7485,7635
Rnf149,7831,7257,7354,6979,7076,4911
Pi4ka,6105,7257,8717,7419,6115,6109
Eef1d,7542,8945,8385,6124,4904,6283
Mthfd2,6195,6567,6371,5167,7957,5303
Tpx2,6604,7766,7619,5055,5102,3957
Dbnl,6733,6743,9428,3165,7154,8298
Ubtf,8605,10219,6812,5585,7401,9323
Cops5,5631,7859,4731,6068,5294,5987
Clcn3,5313,4728,6928,8939,7932,7736
Eftud2,8687,7661,7066,5607,4987,4828
Dnm1l,5254,5834,4321,5336,6302,6811
Pds5a,7063,6440,5327,5883,6553,6131
Park7,5566,5065,5288,4879,6956,5015
Atp6v0a1,6765,5558,3723,6724,9728,9539
Serinc3,6827,3580,3938,7288,10306,7727
Chchd10,6986,4403,4369,13451,11404,8682
Rpl39,6330,8563,8853,5395,6769,5426
Abat,5081,5292,4387,7510,5979,11228
Frmd4a,8665,7329,7649,4353,4509,3965
Srsf5,7225,5961,6895,8029,4645,5903
Derl1,6597,4285,5180,6366,7905,7222
Ppp1r9b,4944,4554,7506,8098,6844,8488
Tenm4,4437,3112,4653,10669,9078,11168
Mtdh,6639,6415,4719,5095,8530,5556
Rpl36al,9268,6031,5526,5096,4870,3590
Inpp5f,7499,8278,7239,7738,4812,3794
Top1,6356,7134,10151,3778,6103,4860
Msmo1,3854,3358,3360,6857,9978,7688
Stt3a,7725,9159,8241,3984,7055,8121
Amd2,7615,8569,6854,4313,5234,8759
Ptprs,4953,4606,4108,8088,8698,10067
Atp5g2,5812,8790,6105,5095,7348,7474
Mapre1,4788,8834,9044,5973,6029,6224
Nap1l4,8350,6313,6527,5730,6074,5686
Sec31a,8099,7573,7253,6154,5062,6503
Ube3c,6294,5704,6520,6232,4443,7284
Wdr75,7563,5860,8835,4986,4990,4988
Dhcr7,4496,5183,3782,7799,10096,10009
Hap1,5387,7589,6887,8342,5687,7112
Cox7c,5918,5423,9145,5978,5274,5698
Mib1,6187,6987,7409,7514,7940,6004
Tenm3,8011,4896,6067,5189,7107,5978
Usp5,5044,7811,6340,6178,6710,5968
Vdac2,8210,6587,6992,5855,5850,5745
Aprt,6074,6505,6522,4688,5314,7748
Kif5c,5071,7698,5074,5796,6644,8956
Stx12,7808,6255,5281,4573,4698,5729
Chtf8,6535,6382,6039,4964,5425,6061
Tpm3,5796,8597,5163,7720,7246,4145
Psmd3,6822,6931,12339,5291,6084,4785
Ppp1r8,8034,7920,7960,4402,4815,7766
Fam168b,8080,6544,5913,6770,6562,5266
Srsf10,6567,8202,6227,6633,6276,4740
Slc25a39,6244,6486,7268,9558,6162,5895
Srrm1,8047,8134,5513,6019,5932,5132
Psmd7,6189,5865,5803,6543,4380,6117
Arhgap11a,9014,11728,10235,4135,3709,4107
Nacc1,6476,6357,6450,5059,5376,7918
Ndufa4,6298,9424,8012,5751,7144,6035
Rps2,6761,6689,7565,4801,4906,5224
Cyb5r3,6577,6221,6526,4672,5423,7316
Rundc3a,5595,5337,4977,9488,6141,7357
Usp10,6337,8592,7686,5153,5412,4568
Gpx4,5671,5708,6421,5229,8636,5823
Glyr1,8077,7127,6923,5362,6532,7393
Usp47,7585,5589,6789,6095,5029,5507
Ergic1,7022,5532,7469,6117,6410,6684
Hp1bp3,7888,6627,6465,5242,7553,6023
Unc5b,8888,7873,8952,5556,3133,4412
Papola,9835,4746,5319,5009,3399,6818
Syncrip,6094,7734,5272,6090,4952,5121
Ptp4a2,6824,5011,6766,6493,5560,4334
Pgd,6346,9427,6002,5040,5401,4374
Dld,8333,5793,5151,7729,6789,5234
Casc4,8684,9482,6861,6786,4393,7219
Agfg1,4312,6900,7832,7160,7340,7216
Farsa,5799,7503,6600,5440,5331,5451
Scrib,8101,6639,6849,4965,3986,4524
Por,6635,5660,6263,3558,6795,6930
Adcy6,6385,6069,6204,6299,6242,7065
Sdhc,6248,4533,6435,5635,6783,8620
Drosha,7082,7779,4733,6845,4169,6962
Rfwd3,8159,5944,8372,7856,3961,4514
Rere,5709,5556,5059,6533,9775,7236
Ehmt2,7620,3958,9271,9397,5173,5138
Ptprf,4178,6813,5567,5869,6350,4323
Pafah1b2,7220,7357,6736,7157,7279,5496
Eif2s1,6085,7726,7294,6148,6725,4194
Gcn1l1,7972,7119,6990,3959,6802,4773
Pdcd6ip,6095,5975,10026,8150,5186,5214
Prpf40a,5641,6820,6357,4537,6137,5578
Sod1,7373,8530,8334,5175,5957,4636
Uhmk1,5554,6099,6589,4754,7208,5248
Itga6,3374,4353,3753,7198,9777,7164
Tmed7,4518,6819,6913,4930,5463,6138
Basp1,5181,5015,5566,6455,5822,4700
Xrn2,7400,7076,6586,7101,7122,5285
Clint1,8276,7174,5811,4216,4236,5480
Arid2,6020,5685,6705,7263,6696,6571
Mtmr3,6989,8862,10760,6893,7248,5781
Ap1g1,6126,5683,5997,6934,4843,7840
Copz1,5639,7746,6467,6983,6078,5741
Stom,4383,4777,3582,9572,6904,8069
Arpc5,7116,4143,11067,7158,8181,5096
Cpt1a,5040,5618,4170,5533,5680,5484
Cops3,6246,7835,5911,4201,6178,4051
Gtpbp4,6375,7587,4704,6659,5306,4509
Zmiz1,6790,5735,7627,5895,6735,4107
Cdk16,4689,5787,5707,8866,7262,5442
Dnajc7,7451,5043,6734,5921,6748,7025
Tfdp1,6697,6026,7229,4670,5035,5313
Ttll12,7535,6672,9250,4288,6763,4824
Wars,4537,5457,6792,4709,6143,8842
Agrn,5063,6298,5904,7678,8729,7055
Pxdn,6128,6098,3538,8329,6824,6150
Sp1,5640,7340,5196,5729,6160,6617
Rock2,8595,4862,6133,6989,6152,5433
Arih1,6725,5159,7432,6632,4014,3915
Fgfr1,7618,5100,3393,4769,7722,8447
Me1,7061,8089,7971,6364,6730,5519
Grsf1,5160,4618,6222,4982,8438,5842
Zfp706,5388,4393,7757,6406,6730,6980
Skiv2l2,7463,6830,5624,5638,4462,8731
Abcf2,7125,8698,6176,4655,5774,4510
Islr2,4697,3514,3880,7195,6030,7861
2310036O22Rik,6829,6899,6463,5834,4165,4438
Stx16,3782,4145,4580,9834,7183,6098
Psmd13,6928,9318,5296,3927,3782,4405
Stard7,4563,7697,8654,4761,6591,5794
Ciapin1,6943,6831,7205,4700,5901,6449
Psma1,5845,6624,5774,4284,4931,5612
Slc25a1,3725,4077,2937,8377,6297,10167
Phb,7167,7659,9248,3946,5616,4663
Dlst,6835,5827,4329,6632,5439,3834
Kdelr2,4921,5471,5238,6842,8377,6243
Leprotl1,3093,3498,3384,7453,6828,9612
Mcm6,6852,8341,7298,2926,3493,3249
Rtcb,4063,5118,6403,6071,5417,4537
Trib2,4267,5931,5957,6726,5637,8664
Tm9sf3,7881,4109,6289,5242,5976,9714
Dnajc5,4286,5740,4214,8431,6602,5428
Arvcf,6087,5957,6876,6228,9772,7280
Man1b1,4496,7137,7167,4947,5810,6849
Snx3,6356,5777,6965,6457,6484,4747
Psmc1,5993,4893,9788,4122,5642,5531
Pdia6,6215,5357,5196,6738,4507,4328
Copg1,6665,7352,5255,5521,5364,6562
Ahcy,9851,6823,6253,5979,6506,4693
Gtf3c1,6080,5474,5262,5968,6876,6258
Smc2,8249,7298,9095,2777,4414,4506
Ogfr,4786,5651,5938,5307,5132,5119
Dars,7019,6086,5890,5683,7175,5501
Pdap1,6131,4890,7922,4778,5329,5426
Dynll1,7310,5680,6216,5165,4616,7130
Bop1,7554,9100,6895,4462,3639,2920
Ep400,8013,7564,5238,4384,5794,5083
Cox6b1,4475,6273,5059,4772,5611,4233
Dhx38,6236,6021,6320,4111,5462,4374
Eif3i,7736,8387,5649,5024,6510,5667
Pacsin2,5947,6153,6215,5964,6121,5851
Emd,5194,4884,6417,5450,4493,4947
Gemin5,6791,6982,7750,3684,5178,4828
Uhrf1,6111,8865,7222,3400,2431,3202
Aldh1l2,3686,4749,5090,7182,8591,7880
Scd3,5210,3089,2727,8736,8240,6182
Ubqln2,6825,6116,6315,6547,5236,5745
Ppp2r5a,4278,4939,5248,6667,7970,7372
Fbl,6236,8928,7684,4772,4355,4971
Sae1,6017,6784,5724,4224,5301,5015
Gm5593,9429,8254,6833,2958,3211,4188
Uso1,5042,4930,6561,4256,6430,5210
Ruvbl2,5615,6022,4651,5929,4618,5112
Ngfr,11179,9023,9764,2039,1612,2358
Ddx6,7162,3268,4701,4453,5137,5835
Ppp1r15b,5054,6291,3876,6842,7151,4689
Cdc34,5101,6238,6316,4805,4867,5236
Ebf3,3803,4855,4532,5785,9232,7470
Noct,4160,4436,6694,5613,6536,7932
Atp6v1h,3871,5820,4203,5810,6980,6749
Hs6st1,6274,5728,5626,6298,6817,5376
Pja2,4928,4398,5620,6115,7625,5491
Slc36a1,8589,8063,8113,3400,3354,3408
Hsbp1,7476,5457,4900,5806,7185,4614
Pmpca,7552,6154,4558,5157,6775,4060
Stmn3,4379,4160,6146,5587,5115,6736
Inppl1,7875,6582,7701,2850,4211,4264
Nop58,8885,5771,7731,3796,3107,3461
Fxr1,4925,5997,5914,5215,5486,6801
Shprh,5488,8217,8089,5074,4183,4635
Atf6,4209,5008,5123,6499,8804,6528
Ddx23,4717,5939,7131,4791,3815,4197
Lims1,7550,5278,5168,5083,4637,6615
Bmpr2,3690,5160,6830,4759,4142,4937
Dync1li1,4370,5678,4554,4382,4672,6817
Stag2,5849,5472,6584,4573,5992,5241
Zfr,5412,5141,4703,5711,4905,5502
2017-09-09 00:00:00,5978,3746,5632,5668,5108,5083
Mcm4,8501,6986,9336,3956,4163,2449
Trim35,4337,3934,4259,8890,7996,7940
Kat6a,7373,5475,7133,5271,5758,5316
Opa1,4062,7395,5477,5466,5823,4775
Smarcd1,5818,4594,7864,4993,5645,4447
Kmt2d,5089,4592,5624,5482,8408,4471
Ola1,5750,6245,8989,4684,6846,5513
Bcat1,6009,4869,6574,4986,6236,6069
Sbf1,4464,5118,5223,6017,7368,5161
Paip1,4826,5590,4421,6512,7536,5775
Cenpf,8666,7543,6964,3310,4116,3111
Nup98,6792,5574,9108,4408,5069,7477
Ube2m,5482,7285,4943,5918,4516,4867
Cpsf1,8890,8014,4639,4823,5763,4277
Trrap,8631,4783,6011,5776,5088,4171
Ubr3,4416,5484,7212,6428,7650,7097
Dstn,6028,6738,5332,5576,5458,6133
Rlim,8479,5211,4619,5378,5980,7052
Aqr,7447,5434,6211,5937,4802,5056
Ctsb,5464,4876,5050,5499,4482,5261
Selenot,5019,6033,6383,6258,4663,6252
Atp6v0d1,4701,4358,7279,5025,7280,5660
Mfap1a,5232,5689,5292,7754,6315,5201
Mfn2,4953,5853,4710,5159,6470,5946
Cst3,5657,4419,3983,8263,4785,6726
Nolc1,7195,8542,5648,3186,3696,4463
Purb,4644,5656,4960,5766,5551,7007
Gtf3c4,5050,7474,4727,3766,5804,5474
Xrcc6,5365,6379,6153,4592,5592,7998
Pitpna,4647,4210,5229,5685,5370,5235
C1qbp,6280,7595,5707,5389,4420,3633
Rab14,6598,6062,7088,4939,6279,5466
Cggbp1,6098,6781,4166,5281,6285,4275
Nup107,8256,6505,8871,4143,2700,3317
Gm15210,6978,7674,6666,4447,4229,3665
Acat2,5258,5558,5446,5190,4897,7887
Ykt6,5931,4961,6047,5076,4240,5382
Smg7,5457,7213,4689,5145,5939,5641
Hip1,6713,5116,6526,4842,4935,4494
Myef2,5385,5488,8114,5145,2803,5228
Acin1,7692,6485,4184,3513,5177,5021
Bub3,6656,5959,6727,5880,4951,5291
Rnf10,4787,5842,5352,5758,9154,5498
Ube2i,5732,6004,5923,3860,4739,6069
Limk1,5151,6121,6254,5614,5298,4379
Rrn3,6175,6928,5777,5067,8508,4144
Tmod3,5518,6251,5824,5744,5538,4234
Rab7,6469,6139,6523,6654,5484,7043
Rpl35a,5072,6780,4888,5001,6185,6549
Ldlr,2626,3421,3664,7768,6986,7373
Gapvd1,5118,6788,5392,6681,4905,4562
Kpna4,4233,6780,5239,6384,4018,4120
Eif2b5,5713,5899,5216,5667,7632,4876
Rps28,7397,7442,7854,4890,5529,7658
Nfatc3,6579,7830,5016,4458,4973,5499
Ssb,4733,6887,9443,5312,3948,4857
Glrx3,4797,4266,4117,6142,4916,5159
Plxnd1,8557,6726,3986,4892,2657,6058
Ints1,6431,5945,5326,3382,6820,4778
Psmd12,6280,5999,4962,4316,3872,4870
Bub1b,9202,8096,9492,2960,3456,3195
Mon2,8962,5454,6232,5209,5682,7786
Psmd14,7424,7832,4816,4817,5875,4888
Ap3b1,5257,5390,4916,5638,5728,5221
Supt16,7104,6701,6263,4044,3827,5430
Tnrc18,5451,5605,7815,6869,7574,5401
Ipo9,5799,7463,6610,3749,6078,4299
Ythdf1,5093,7593,6436,4859,4019,6428
Brd1,5781,6411,6275,4431,5707,4938
Furin,5228,6176,6428,5237,5239,5005
Actr3,5823,6044,5855,5269,4581,6497
Lrrc47,6338,4285,5299,4774,5155,4955
Bmpr1a,8517,4337,5650,6161,5789,6373
